Defense #, RE, NT, LE, ROLB, RILB, LILB, LOLB, RCB, LCB, FS, SS,
Defense: EC,A29B: PassRush; ,A2A5: PassRush; ,A226: PassRush; ,A2B2: PassRush; ,A2BF: PassRush; ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,B826: F4-Pause(14); F5-Pause(50 82); PassRush ,B3C2: 44% m2m-HB; // 44% m2m-WR1; // 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(64 96); PassRush ,B816: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 63% 81%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // F4-Pause(14); 31% 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F5-Pause(64 C8); PassRush // m2m-TE; ,B3CF: 44%  13-m2m-WR1; ; m2m-WR1; // 56%  11-m2m-HB; ; m2m-HB; // 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(14); F5-Pause(64 96); PassRush ,B838: 56% 06% 14-m2m-WR2; ; m2m-WR2; // 14-m2m-WR2; ; m2m-WR2; // 15-m2m-TE; ; m2m-TE; ,
Defense: ED,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,AFF9: 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,BC40: 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B845: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(14); F5-Pause(50 82); PassRush ,B042: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: EE,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B861: 44% m2m-FB; // 56% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // F4-Pause(64); m2m-HB; ,B876: 44% 06% m2m-TE; // F4-Pause(1E); m2m-TE; // 63% 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-WR2; ,B845: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(14); F5-Pause(50 82); PassRush ,B042: 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: EF,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,B886: 56% 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; // 12-m2m-FB; ; m2m-FB; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B861: 44% m2m-FB; // 56% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // F4-Pause(64); m2m-HB; ,B876: 44% 06% m2m-TE; // F4-Pause(1E); m2m-TE; // 63% 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-WR2; ,B890: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // F4-Pause(64); 11-m2m-HB; ; m2m-HB; ,B8A2: 56% 06% 15-m2m-TE; ; m2m-TE; // 15-m2m-TE; ; m2m-TE; // 14-m2m-WR2; ; m2m-WR2; ,
Defense: F0,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B617: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B262: 75%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F4-Pause(AA); PassRush ,B8AF: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: F1,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B617: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B343: 56% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B8BD: 63% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 56%  m2m-TE; // m2m-FB; ,B262: 75%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F4-Pause(AA); PassRush ,B8AF: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: F2,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B617: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B343: 56% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B8BD: 63% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 56%  m2m-TE; // m2m-FB; ,B8D3: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // F4-Pause(50); ,B8DF: 56% 06% 14-m2m-WR2; ; m2m-WR2; // 14-m2m-WR2; ; m2m-WR2; // 15-m2m-TE; ; m2m-TE; ,
Defense: F3,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,BC88: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F4-Pause(14); F5-Pause(50 82); PassRush ,A141: PassRush; ,A14B: PassRush; ,A655: PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B90A: 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(50 82); PassRush ,B8E9: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(14); F4-Pause(14); F5-Pause(50 82); PassRush ,B91D: 69%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F5-Pause(50 82); PassRush ,
Defense: F4,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,BC88: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F4-Pause(14); F5-Pause(50 82); PassRush ,A141: PassRush; ,A14B: PassRush; ,A655: PassRush; ,B930: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B9FA: 44% m2m-WR2; // 63% 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(50 82); PassRush // 06% m2m-HB; // F4-Pause(1E); m2m-HB; ,B8E9: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(14); F4-Pause(14); F5-Pause(50 82); PassRush ,B91D: 69%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F5-Pause(50 82); PassRush ,
Defense: F5,A110: PassRush; ,A11D: PassRush; ,A12A: PassRush; ,BC88: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F4-Pause(14); F5-Pause(50 82); PassRush ,A141: PassRush; ,A14B: PassRush; ,A655: PassRush; ,B930: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B9FA: 44% m2m-WR2; // 63% 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(50 82); PassRush // 06% m2m-HB; // F4-Pause(1E); m2m-HB; ,BA0D: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 12-m2m-FB; ; m2m-FB; ,BA1A: 56%  14-m2m-WR2; ; m2m-WR2; // F4-Pause(32); 06% 11-m2m-HB; ; m2m-HB; // F4-Pause(1E); 11-m2m-HB; ; m2m-HB; ,
Defense: F6,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,B7A5: F4-Pause(14); F5-Pause(50 82); PassRush ,B739: F4-Pause(50); F4-Pause(14); F5-Pause(3C 8C); PassRush ,A3C0: PassRush; ,A1ED: PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B761: F4-Pause(3C); F5-Pause(46 78); PassRush ,B773: 75%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 06%  F4-Pause(28); 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B78F: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: F7,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,B7A5: F4-Pause(14); F5-Pause(50 82); PassRush ,B739: F4-Pause(50); F4-Pause(14); F5-Pause(3C 8C); PassRush ,A3C0: PassRush; ,A1ED: PassRush; ,BA2F: 63%  56% m2m-WR1; // m2m-FB; // Motion(14); MotionTo-WR2; F4-Pause(28); 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; ,B761: F4-Pause(3C); F5-Pause(46 78); PassRush ,B773: 75%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 06%  F4-Pause(28); 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B78F: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: F8,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,B7A5: F4-Pause(14); F5-Pause(50 82); PassRush ,B739: F4-Pause(50); F4-Pause(14); F5-Pause(3C 8C); PassRush ,A3C0: PassRush; ,A1ED: PassRush; ,BA2F: 63%  56% m2m-WR1; // m2m-FB; // Motion(14); MotionTo-WR2; F4-Pause(28); 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; ,BA47: 56% F4-Pause(3C); F5-Pause(46 78); PassRush // F4-Pause(14); F5-Pause(1E 50); ,BA59: 56% 13-m2m-WR1; ; m2m-WR1; // 12-m2m-FB; ; m2m-FB; ,BA66: 56% 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(14); F5-Pause(64 96); PassRush // F4-Pause(14); F5-Pause(1E 50); ,
Defense: F9,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC93: 63%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 31% m2m-TE; // // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B6D7: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); PassRush ,B8AF: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: FA,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC93: 63%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 31% m2m-TE; // // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,BA78: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-TE; ,BA88: 44% m2m-WR2; // 63% 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B6D7: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); PassRush ,B8AF: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: FB,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC93: 63%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 31% m2m-TE; // // F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,BA78: 44% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-TE; ,BA88: 44% m2m-WR2; // 63% 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,BA98: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 15-m2m-TE; ; m2m-TE; ,BAA2: 56%  14-m2m-WR2; ; m2m-WR2; // F4-Pause(00); ,
Defense: FC,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC93: 63%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 31% m2m-TE; // // F5-Pause(5A C8); PassRush ,AFE8: 56%CPUTeamJumpsTo:56% m2m-HB; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF20: 25%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // ; PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,BC40: 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B6D7: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); PassRush ,B601: 69%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: FD,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC93: 63%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 31% m2m-TE; // // F5-Pause(5A C8); PassRush ,AFE8: 56%CPUTeamJumpsTo:56% m2m-HB; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,BAB5: 56% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-WR1; ,BAC2: 63% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 63% m2m-HB; // 63%  m2m-FB; // m2m-TE; ,B6D7: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); PassRush ,B601: 69%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,

